snapshot_id,race_key,question_id,poll_id,race_id,cycle,state,stage,start_date,end_date,election_date,candidate_rows,unique_candidates,democratic_rows,republican_rows,major_party_rows,dem_candidate_id,rep_candidate_id,dem_candidate_name,rep_candidate_name,dem_pct,rep_pct,major_party_pct_sum,dem_margin,question_pct_sum,has_one_democrat,has_one_republican,has_both_major_parties,has_valid_major_party_pct,is_general_stage,is_hypothetical,is_ranked_choice,is_internal,is_partisan,is_tracking,metadata_consistent,pollster,pollster_id,pollster_rating_id,display_name,pollster_name,sponsors,poll_url,poll_source,population,population_full,sample_size,methodology,numeric_grade,pollscore,transparency_score,notes,excluded_after_snapshot,excluded_after_election,excluded_non_general_stage,excluded_hypothetical,excluded_ranked_choice,excluded_missing_major_party_matchup,excluded_multiple_democrats,excluded_multiple_republicans,excluded_invalid_major_party_pct,excluded_inconsistent_metadata,is_eligible,exclusion_reasons,snapshot_date,days_old,days_before_election_at_snapshot,days_before_election,snapshot_election_date,aggregation_sample_size_raw,aggregation_dem_margin,aggregation_days_old,recency_weight,sample_size_weight,aggregation_sample_size,sample_size_imputed,raw_poll_weight,included_in_aggregate,normalized_poll_weight
2018_AZ_96_20181106_D120,2018_AZ_96_20181106,86178,53704,96,2018,AZ,general,2018-06-27,2018-07-02,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,43.0,39.0,82.0,4.0,82.0,True,True,True,True,True,False,False,False,False,False,True,Gravis Marketing (2020 and earlier),801,124,Gravis Marketing,,,http://orlando-politics.com/wp-content/uploads/2018/07/Arizona-July-3-2018.pdf,538,lv,lv,925.0,IVR/Online Opt-In Panel,2.0,-0.9,,,False,False,False,False,False,False,False,False,False,False,True,,2018-07-09,7,120,120,2018-11-06,925.0,4.0,7,0.7071067811865476,1.241638702145945,925.0,False,0.8779711460710616,True,0.09763070932990084
2018_AZ_96_20181106_D120,2018_AZ_96_20181106,86297,53757,96,2018,AZ,general,2018-06-11,2018-07-02,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,48.0,44.0,92.0,4.0,92.0,True,True,True,True,True,False,False,False,False,False,True,SurveyMonkey,1193,324,SurveyMonkey,,Axios,https://drive.google.com/file/d/1aerd3_1pJ276A7rLNRQ_Y3ifiUtSraan/view,538,rv,rv,1290.0,Online Opt-In Panel,2.0,0.2,,,False,False,False,False,False,False,False,False,False,False,True,,2018-07-09,7,120,120,2018-11-06,1290.0,4.0,7,0.7071067811865476,1.466287829861518,1290.0,False,1.0368220676663862,True,0.11529498932641537
2018_AZ_96_20181106_D120,2018_AZ_96_20181106,86382,53757,96,2018,AZ,general,2018-06-11,2018-07-02,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,51.0,45.0,96.0,6.0,96.0,True,True,True,True,True,False,False,False,False,False,True,SurveyMonkey,1193,324,SurveyMonkey,,Axios,https://drive.google.com/file/d/1aerd3_1pJ276A7rLNRQ_Y3ifiUtSraan/view,538,lv,lv,1215.0,Online Opt-In Panel,2.0,0.2,,certain/probably lv model,False,False,False,False,False,False,False,False,False,False,True,,2018-07-09,7,120,120,2018-11-06,1215.0,6.0,7,0.7071067811865476,1.4230249470757708,1215.0,False,1.0062305898749055,True,0.11189320591975382
2018_AZ_96_20181106_D120,2018_AZ_96_20181106,86383,53757,96,2018,AZ,general,2018-06-11,2018-07-02,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,51.0,46.0,97.0,5.0,97.0,True,True,True,True,True,False,False,False,False,False,True,SurveyMonkey,1193,324,SurveyMonkey,,Axios,https://drive.google.com/file/d/1aerd3_1pJ276A7rLNRQ_Y3ifiUtSraan/view,538,lv,lv,1111.0,Online Opt-In Panel,2.0,0.2,,absolutely certain lv model,False,False,False,False,False,False,False,False,False,False,True,,2018-07-09,7,120,120,2018-11-06,1111.0,5.0,7,0.7071067811865476,1.3607595917966797,1111.0,False,0.9622023349240706,True,0.10699724802792143
2018_AZ_96_20181106_D120,2018_AZ_96_20181106,86384,53757,96,2018,AZ,general,2018-06-11,2018-07-02,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,51.0,45.0,96.0,6.0,96.0,True,True,True,True,True,False,False,False,False,False,True,SurveyMonkey,1193,324,SurveyMonkey,,Axios,https://drive.google.com/file/d/1aerd3_1pJ276A7rLNRQ_Y3ifiUtSraan/view,538,lv,lv,1140.0,Online Opt-In Panel,2.0,0.2,,more/same enthusiasm lv model,False,False,False,False,False,False,False,False,False,False,True,,2018-07-09,7,120,120,2018-11-06,1140.0,6.0,7,0.7071067811865476,1.378404875209022,1140.0,False,0.9746794344808964,True,0.10838470601622087
2018_AZ_96_20181106_D120,2018_AZ_96_20181106,86385,53757,96,2018,AZ,general,2018-06-11,2018-07-02,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,49.0,47.0,96.0,2.0,96.0,True,True,True,True,True,False,False,False,False,False,True,SurveyMonkey,1193,324,SurveyMonkey,,Axios,https://drive.google.com/file/d/1aerd3_1pJ276A7rLNRQ_Y3ifiUtSraan/view,538,lv,lv,1290.0,Online Opt-In Panel,2.0,0.2,,2014 model lv model,False,False,False,False,False,False,False,False,False,False,True,,2018-07-09,7,120,120,2018-11-06,1290.0,2.0,7,0.7071067811865476,1.466287829861518,1290.0,False,1.0368220676663862,True,0.11529498932641537
2018_AZ_96_20181106_D120,2018_AZ_96_20181106,86386,53757,96,2018,AZ,general,2018-06-11,2018-07-02,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,47.0,46.0,93.0,1.0,93.0,True,True,True,True,True,False,False,False,False,False,True,SurveyMonkey,1193,324,SurveyMonkey,,Axios,https://drive.google.com/file/d/1aerd3_1pJ276A7rLNRQ_Y3ifiUtSraan/view,538,lv,lv,1290.0,Online Opt-In Panel,2.0,0.2,,2016 model lv model,False,False,False,False,False,False,False,False,False,False,True,,2018-07-09,7,120,120,2018-11-06,1290.0,1.0,7,0.7071067811865476,1.466287829861518,1290.0,False,1.0368220676663862,True,0.11529498932641537
2018_AZ_96_20181106_D120,2018_AZ_96_20181106,86180,53705,96,2018,AZ,general,2018-06-21,2018-06-22,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,40.0,31.8,71.8,8.2,71.8,True,True,True,True,True,False,False,False,False,False,True,Emerson,1102,88,Emerson College,,,https://www.emerson.edu/sites/default/files/Files/Academics/ecp-az-6.24.pdf,538,rv,rv,650.0,IVR/Online Opt-In Panel,2.9,-1.1,,,False,False,False,False,False,False,False,False,False,False,True,,2018-07-09,17,120,120,2018-11-06,650.0,8.2,17,0.43098641062348886,1.0408329997330663,650.0,False,0.448584878613433,True,0.04988280092083137
2018_AZ_96_20181106_D120,2018_AZ_96_20181106,86185,53706,96,2018,AZ,general,2018-06-19,2018-06-22,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,41.0,34.0,75.0,7.0,75.0,True,True,True,True,True,False,False,False,False,False,True,YouGov,568,391,YouGov,,CBS News,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/mq7qziahgv/cbs_20180624_AZ.pdf,538,rv,rv,1001.0,Online Matched Sample,3.0,-1.1,,,False,False,False,False,False,False,False,False,False,False,True,,2018-07-09,17,120,120,2018-11-06,1001.0,7.0,17,0.43098641062348886,1.2916397846665042,1001.0,False,0.5566791946119127,True,0.06190292799754495
2018_AZ_96_20181106_D120,2018_AZ_96_20181106,137823,53706,96,2018,AZ,general,2018-06-19,2018-06-22,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,45.0,37.0,82.0,8.0,82.0,True,True,True,True,True,False,False,False,False,False,True,YouGov,568,391,YouGov,,CBS News,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/mq7qziahgv/cbs_20180624_AZ.pdf,538,lv,lv,869.0,Online Matched Sample,3.0,-1.1,,,False,False,False,False,False,False,False,False,False,False,True,,2018-07-09,17,120,120,2018-11-06,869.0,8.0,17,0.43098641062348886,1.2034672132357132,869.0,False,0.5186780145355129,True,0.05767718301397128
