seat_id,state,senate_class,observation_count,first_previous_cycle,last_current_cycle,mean_seat_swing_dem,mean_national_swing_dem,elasticity_numerator,elasticity_denominator,raw_elasticity,shrinkage_target,shrinkage_strength,elasticity_variation_retained,shrunk_elasticity,ridge_lambda,information_weight,regularized_elasticity,raw_residual_sum_squares,raw_residual_mae,raw_residual_rmse,national_swing_sum_squares
AK_CLASS_2,AK,2,1,2014,2020,-11.0885403330807,9.2,-102.01457106434243,84.63999999999999,-1.2052761231609457,1.0,0.5,0.5,-0.10263806158047295,30.0,0.73831123517097,-0.628180138384006,3.1554436208840472e-30,1.7763568394002505e-15,1.7763568394002505e-15,84.63999999999999
AL_CLASS_3,AL,3,1,2016,2022,-8.512503327148824,-1.7999999999999998,15.322505988867881,3.2399999999999993,4.72916851508268,1.0,0.5,0.5,2.86458425754134,30.0,0.0974729241877256,1.3634929599539074,0.0,0.0,0.0,3.2399999999999993
AR_CLASS_3,AR,3,1,2016,2022,-11.184212362396842,-1.7999999999999998,20.131582252314313,3.2399999999999993,6.21345131244269,1.0,0.5,0.5,3.606725656221345,30.0,0.0974729241877256,1.508170344534125,0.0,0.0,0.0,3.2399999999999993
AZ_CLASS_1,AZ,1,2,2012,2024,2.8172878147547635,-0.04999999999999982,41.360854717846415,114.00999999999999,0.3627826920256681,1.0,0.5,0.5,0.681391346012834,30.0,0.7916811332546351,0.495527079493413,16.07999717144316,2.835426949356047,2.8354891263627833,114.00999999999999
AZ_CLASS_3,AZ,3,1,2016,2022,18.713977892040447,-1.7999999999999998,-33.6851602056728,3.2399999999999993,-10.396654384466917,1.0,0.5,0.5,-4.698327192233458,30.0,0.0974729241877256,-0.11086522881085425,0.0,0.0,0.0,3.2399999999999993
CO_CLASS_2,CO,2,1,2014,2020,11.60157575187911,9.2,106.73449691728781,84.63999999999999,1.2610408425955557,1.0,0.5,0.5,1.1305204212977777,30.0,0.73831123517097,1.1927293869267954,3.1554436208840472e-30,1.7763568394002505e-15,1.7763568394002505e-15,84.63999999999999
CO_CLASS_3,CO,3,1,2016,2022,9.038340063731257,-1.7999999999999998,-16.26901211471626,3.2399999999999993,-5.021300035406255,1.0,0.5,0.5,-2.0106500177031275,30.0,0.0974729241877256,0.4130862781372966,3.1554436208840472e-30,1.7763568394002505e-15,1.7763568394002505e-15,3.2399999999999993
CT_CLASS_1,CT,1,2,2012,2024,3.5993537416970947,-0.04999999999999982,72.16750213063858,114.00999999999999,0.6329927386250205,1.0,0.5,0.5,0.8164963693125102,30.0,0.7916811332546351,0.7094472754019762,26.36952752800226,3.6310033786283458,3.63108300153014,114.00999999999999
DE_CLASS_1,DE,1,2,2012,2024,-10.75024030747305,-0.04999999999999982,-87.92694440156771,114.00999999999999,-0.7712213349843673,1.0,0.5,0.5,0.11438933250781635,30.0,0.7916811332546351,-0.40224251372521147,232.80668010853626,10.788801374222267,10.789037957773072,114.00999999999999
DE_CLASS_2,DE,2,1,2014,2020,8.2585229143818,9.2,75.97841081231255,84.63999999999999,0.8976655341719347,1.0,0.5,0.5,0.9488327670859673,30.0,0.73831123517097,0.9244453141339197,0.0,0.0,0.0,84.63999999999999
FL_CLASS_1,FL,1,2,2012,2024,-13.168524259165466,-0.04999999999999982,-3.202448282755725,114.00999999999999,-0.028089187639292388,1.0,0.5,0.5,0.4859554061803538,30.0,0.7916811332546351,0.18608118684288788,346.90925888705294,13.16992871854743,13.170217516940504,114.00999999999999
FL_CLASS_3,FL,3,1,2016,2022,-8.626438486994672,-1.7999999999999998,15.527589276590408,3.2399999999999993,4.792465826108152,1.0,0.5,0.5,2.896232913054076,30.0,0.0974729241877256,1.36966273395278,0.0,0.0,0.0,3.2399999999999993
GA_CLASS_2,GA,2,1,2014,2020,6.010589833837528,9.2,55.29742647130526,84.63999999999999,0.6533249819388618,1.0,0.5,0.5,0.8266624909694309,30.0,0.73831123517097,0.7440459392123627,0.0,0.0,0.0,84.63999999999999
GA_CLASS_3,GA,3,1,2016,2022,15.32824811611134,-1.7999999999999998,-27.59084660900041,3.2399999999999993,-8.515693397839634,1.0,0.5,0.5,-3.757846698919817,30.0,0.0974729241877256,0.07247753883873631,0.0,0.0,0.0,3.2399999999999993
HI_CLASS_1,HI,1,2,2012,2024,4.343481438226743,-0.04999999999999982,192.1756409941386,114.00999999999999,1.6856033768453524,1.0,0.5,0.5,1.3428016884226763,30.0,0.7916811332546351,1.542779258344133,39.21186536587704,4.4277616070690105,4.42785870178109,114.00999999999999
HI_CLASS_3,HI,3,1,2016,2022,-7.13415536430702,-1.7999999999999998,12.841479655752634,3.2399999999999993,3.9634196468372336,1.0,0.5,0.5,2.481709823418617,30.0,0.0974729241877256,1.2888531785725823,0.0,0.0,0.0,3.2399999999999993
IA_CLASS_2,IA,2,1,2014,2020,1.8997180452450664,9.2,17.47740601625461,84.63999999999999,0.20649109187446374,1.0,0.5,0.5,0.6032455459372319,30.0,0.73831123517097,0.4141434579226676,4.930380657631324e-32,2.220446049250313e-16,2.220446049250313e-16,84.63999999999999
IA_CLASS_3,IA,3,1,2016,2022,13.323689561936376,-1.7999999999999998,-23.982641211485475,3.2399999999999993,-7.402049756631321,1.0,0.5,0.5,-3.2010248783156605,30.0,0.0974729241877256,0.18102764105037694,0.0,0.0,0.0,3.2399999999999993
ID_CLASS_2,ID,2,1,2014,2020,0.0150963858703931,9.2,0.13888675000761652,84.63999999999999,0.0016409115076514243,1.0,0.5,0.5,0.5008204557538257,30.0,0.73831123517097,0.2629002682310504,3.009265538105056e-36,1.734723475976807e-18,1.734723475976807e-18,84.63999999999999
ID_CLASS_3,ID,3,1,2016,2022,5.198772467057061,-1.7999999999999998,-9.35779044070271,3.2399999999999993,-2.888206926142812,1.0,0.5,0.5,-0.944103463071406,30.0,0.0974729241877256,0.6210051010618921,0.0,0.0,0.0,3.2399999999999993
IL_CLASS_2,IL,2,1,2014,2020,5.852433290617512,9.2,53.84238627368111,84.63999999999999,0.6361340533279906,1.0,0.5,0.5,0.8180670266639953,30.0,0.73831123517097,0.7313536834759344,7.888609052210118e-31,8.881784197001252e-16,8.881784197001252e-16,84.63999999999999
IL_CLASS_3,IL,3,1,2016,2022,-0.3507048934408079,-1.7999999999999998,0.6312688081934542,3.2399999999999993,0.19483605191155998,1.0,0.5,0.5,0.59741802595578,30.0,0.0974729241877256,0.9215183155292856,0.0,0.0,0.0,3.2399999999999993
IN_CLASS_1,IN,1,2,2012,2024,-13.255934104707826,-0.04999999999999982,16.159606365653232,114.00999999999999,0.1417384998303064,1.0,0.5,0.5,0.5708692499151532,30.0,0.7916811332546351,0.3205305629168338,351.079300047266,13.24884717971631,13.249137708682516,114.00999999999999
IN_CLASS_3,IN,3,1,2016,2022,-11.23421298057046,-1.7999999999999998,20.221583365026827,3.2399999999999993,6.241229433650257,1.0,0.5,0.5,3.6206147168251284,30.0,0.0974729241877256,1.5108779592366675,3.1554436208840472e-30,1.7763568394002505e-15,1.7763568394002505e-15,3.2399999999999993
KS_CLASS_2,KS,2,1,2014,2020,-0.9391586358484556,9.2,-8.640259449805791,84.63999999999999,-0.1020824604183104,1.0,0.5,0.5,0.4489587697908448,30.0,0.73831123517097,0.18632013738829567,0.0,0.0,0.0,84.63999999999999
KS_CLASS_3,KS,3,1,2016,2022,8.04527664696861,-1.7999999999999998,-14.481497964543497,3.2399999999999993,-4.469598137204784,1.0,0.5,0.5,-1.734799068602392,30.0,0.0974729241877256,0.4668622754349129,0.0,0.0,0.0,3.2399999999999993
KY_CLASS_2,KY,2,1,2014,2020,-4.387966567100191,9.2,-40.36929241732176,84.63999999999999,-0.4769528877282817,1.0,0.5,0.5,0.2615235561358591,30.0,0.73831123517097,-0.09045091082799872,0.0,0.0,0.0,84.63999999999999
KY_CLASS_3,KY,3,1,2016,2022,-9.070702059101462,-1.7999999999999998,16.32726370638263,3.2399999999999993,5.039278921723035,1.0,0.5,0.5,3.0196394608615176,30.0,0.0974729241877256,1.3937203281101875,0.0,0.0,0.0,3.2399999999999993
LA_CLASS_2,LA,2,1,2014,2020,-46.82277430502913,9.2,-430.76952360626797,84.63999999999999,-5.08943198967708,1.0,0.5,0.5,-2.04471599483854,30.0,0.73831123517097,-3.495896053788102,5.048709793414476e-29,7.105427357601002e-15,7.105427357601002e-15,84.63999999999999
LA_CLASS_3,LA,3,1,2016,2022,-33.73260477602821,-1.7999999999999998,60.718688596850775,3.2399999999999993,18.740335986682343,1.0,0.5,0.5,9.870167993341171,30.0,0.0974729241877256,2.7292024246946682,0.0,0.0,0.0,3.2399999999999993
MA_CLASS_1,MA,1,2,2012,2024,6.146543880150453,-0.04999999999999982,170.58699116486468,114.00999999999999,1.4962458658439146,1.0,0.5,0.5,1.2481229329219574,30.0,0.7916811332546351,1.392868489444238,77.4139403241143,6.221356173442649,6.221492599212599,114.00999999999999
MA_CLASS_2,MA,2,1,2014,2020,9.45606806808501,9.2,86.99582622638208,84.63999999999999,1.0278334856614142,1.0,0.5,0.5,1.0139167428307072,30.0,0.73831123517097,1.020549775177792,0.0,0.0,0.0,84.63999999999999
MD_CLASS_1,MD,1,2,2012,2024,-11.958324933363265,-0.04999999999999982,186.03219205997672,114.00999999999999,1.6317182006839466,1.0,0.5,0.5,1.3158591003419733,30.0,0.7916811332546351,1.500119381015046,282.12623252876244,11.876739023329069,11.876999463853705,114.00999999999999
MD_CLASS_3,MD,3,1,2016,2022,5.632537427240173,-1.7999999999999998,-10.13856736903231,3.2399999999999993,-3.1291874595778744,1.0,0.5,0.5,-1.0645937297889372,30.0,0.0974729241877256,0.5975160237956586,0.0,0.0,0.0,3.2399999999999993
ME_CLASS_2,ME,2,1,2014,2020,27.76976122828293,9.2,255.48180330020296,84.63999999999999,3.018452307422058,1.0,0.5,0.5,2.0092261537110288,30.0,0.73831123517097,2.490246016226474,0.0,0.0,0.0,84.63999999999999
MI_CLASS_1,MI,1,2,2012,2024,-10.57699509347242,-0.04999999999999982,-63.742520647918525,114.00999999999999,-0.5590958744664374,1.0,0.5,0.5,0.2204520627667813,30.0,0.7916811332546351,-0.2343067887502155,224.93978913474774,10.604949887195742,10.60518243913672,114.00999999999999
MI_CLASS_2,MI,2,1,2014,2020,-12.12973686573548,9.2,-111.5935791647664,84.63999999999999,-1.318449659319074,1.0,0.5,0.5,-0.1592248296595371,30.0,0.73831123517097,-0.7117374316535803,0.0,0.0,0.0,84.63999999999999
MN_CLASS_1,MN,1,2,2012,2024,-10.001530308024485,-0.04999999999999982,-18.231314735193564,114.00999999999999,-0.15990978629237404,1.0,0.5,0.5,0.420045106853813,30.0,0.7916811332546351,0.08172130591491178,200.39000163945326,10.009525797339103,10.009745292450084,114.00999999999999
MN_CLASS_2,MN,2,1,2014,2020,-4.984333035455336,9.2,-45.85586392618909,84.63999999999999,-0.5417753299407975,1.0,0.5,0.5,0.22911233502960127,30.0,0.73831123517097,-0.13831004820471993,0.0,0.0,0.0,84.63999999999999
MO_CLASS_1,MO,1,2,2012,2024,-15.405961434006642,-0.04999999999999982,-108.78361739934348,114.00999999999999,-0.9541585597697,1.0,0.5,0.5,0.022920720115150006,30.0,0.7916811332546351,-0.5470704631577217,477.6527413438414,15.453669361995127,15.454008239674286,114.00999999999999
MO_CLASS_3,MO,3,1,2016,2022,-10.731108297831298,-1.7999999999999998,19.315994936096335,3.2399999999999993,5.9617268321285,1.0,0.5,0.5,3.48086341606425,30.0,0.0974729241877256,1.4836340233482652,0.0,0.0,0.0,3.2399999999999993
MS_CLASS_1,MS,1,2,2012,2024,-4.3149449075248825,-0.04999999999999982,29.069870882302304,114.00999999999999,0.25497650102887737,1.0,0.5,0.5,0.6274882505144387,30.0,0.7916811332546351,0.4101789520332082,37.01940577983417,4.302196082473438,4.30229042370655,114.00999999999999
MS_CLASS_2,MS,2,1,2014,2020,12.346378703902658,9.2,113.58668407590444,84.63999999999999,1.3419976852068107,1.0,0.5,0.5,1.1709988426034053,30.0,0.73831123517097,1.252500733390653,0.0,0.0,0.0,84.63999999999999
MT_CLASS_1,MT,1,2,2012,2024,-5.628635300100349,-0.04999999999999982,80.69040092495969,114.00999999999999,0.7077484512319945,1.0,0.5,0.5,0.8538742256159972,30.0,0.7916811332546351,0.7686299626759232,62.57158776635504,5.593247877538749,5.593370529759093,114.00999999999999
