snapshot_id,race_key,question_id,poll_id,race_id,cycle,state,stage,start_date,end_date,election_date,candidate_rows,unique_candidates,democratic_rows,republican_rows,major_party_rows,dem_candidate_id,rep_candidate_id,dem_candidate_name,rep_candidate_name,dem_pct,rep_pct,major_party_pct_sum,dem_margin,question_pct_sum,has_one_democrat,has_one_republican,has_both_major_parties,has_valid_major_party_pct,is_general_stage,is_hypothetical,is_ranked_choice,is_internal,is_partisan,is_tracking,metadata_consistent,pollster,pollster_id,pollster_rating_id,display_name,pollster_name,sponsors,poll_url,poll_source,population,population_full,sample_size,methodology,numeric_grade,pollscore,transparency_score,notes,excluded_after_snapshot,excluded_after_election,excluded_non_general_stage,excluded_hypothetical,excluded_ranked_choice,excluded_missing_major_party_matchup,excluded_multiple_democrats,excluded_multiple_republicans,excluded_invalid_major_party_pct,excluded_inconsistent_metadata,is_eligible,exclusion_reasons,snapshot_date,days_old,days_before_election_at_snapshot,days_before_election,snapshot_election_date
2018_AZ_96_20181106_D120,2018_AZ_96_20181106,86187,53707,96,2018,AZ,general,2018-06-17,2018-06-21,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,49.0,38.0,87.0,11.0,87.0,True,True,True,True,True,False,False,False,False,False,True,Marist College,1205,183,Marist College,,NBC News,http://media1.s-nbcnews.com/i/today/z_creative/Toss%20Up%20Questions_NBC%20News_Marist%20Poll_Arizona%20Annotated%20Questionnaire_June%202018.pdf,538,rv,rv,839,Live Phone,2.9,-0.9,,,False,False,False,False,False,False,False,False,False,False,True,,2018-07-09,18,120,120,2018-11-06
2018_AZ_96_20181106_D120,2018_AZ_96_20181106,86300,53758,96,2018,AZ,general,2018-04-02,2018-04-23,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,51.0,42.0,93.0,9.0,93.0,True,True,True,True,True,False,False,False,False,False,True,SurveyMonkey,1193,324,SurveyMonkey,,Axios,https://drive.google.com/file/d/1-wXoFthHd-fsFnJb5ZsmoZtS-Q9Xn7MV/view,538,rv,rv,1667,Online Opt-In Panel,2.0,0.2,,,False,False,False,False,False,False,False,False,False,False,True,,2018-07-09,77,120,120,2018-11-06
2018_AZ_96_20181106_D120,2018_AZ_96_20181106,86189,53708,96,2018,AZ,general,2018-04-10,2018-04-11,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,48.0,42.0,90.0,6.0,90.0,True,True,True,True,True,False,False,False,False,False,True,OH Predictive Insights / MBQF,1293,235,OH Predictive Insights,,KNXV-TV,http://createsend.com/t/i-E1269679105F7FA92540EF23F30FEDED,538,lv,lv,600,,2.4,-0.4,,,False,False,False,False,False,False,False,False,False,False,True,,2018-07-09,89,120,120,2018-11-06
2018_AZ_96_20181106_D120,2018_AZ_96_20181106,86192,53709,96,2018,AZ,general,2018-03-15,2018-03-16,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,46.0,41.0,87.0,5.0,87.0,True,True,True,True,True,False,False,False,False,False,True,PPP,383,263,Public Policy Polling,,Protect Our Care,http://www.protectourcare.org/wp-content/uploads/2018/03/PPP-Poll-AZ-ACA-Memo-and-Results-March-21.pdf,538,v,v,547,,1.4,0.0,,,False,False,False,False,False,False,False,False,False,False,True,,2018-07-09,115,120,120,2018-11-06
2018_AZ_96_20181106_D120,2018_AZ_96_20181106,86193,53710,96,2018,AZ,general,2017-11-09,2017-11-09,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,46.0,45.0,91.0,1.0,91.0,True,True,True,True,True,False,False,False,False,False,True,OH Predictive Insights / MBQF,1293,235,OH Predictive Insights,,,http://createsend.com/t/i-2DEC10E907A50F722540EF23F30FEDED,538,lv,lv,600,IVR,2.4,-0.4,,,False,False,False,False,False,False,False,False,False,False,True,,2018-07-09,242,120,120,2018-11-06
2018_AZ_96_20181106_D120,2018_AZ_96_20181106,137448,73319,96,2018,AZ,general,2017-10-28,2017-10-31,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,33.26,29.25,62.51,4.009999999999998,62.51,True,True,True,True,True,False,False,False,False,False,True,Revily,1368,284,Revily,,,https://web.archive.org/web/20171107021906/https://structurecms-staging-psyclone.netdna-ssl.com/client_assets/kelliward/media/attachments/59fb/275a/6970/2d1b/c8cd/0300/59fb275a69702d1bc8cd0300.pdf?1509631834,538,lv,lv,850,IVR/Online Opt-In Panel,1.4,0.1,,,False,False,False,False,False,False,False,False,False,False,True,,2018-07-09,251,120,120,2018-11-06
2018_AZ_96_20181106_D090,2018_AZ_96_20181106,86174,53703,96,2018,AZ,general,2018-07-24,2018-07-25,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,48.0,44.0,92.0,4.0,92.0,True,True,True,True,True,False,False,False,False,False,True,OH Predictive Insights / MBQF,1293,235,OH Predictive Insights,,KNXV-TV,http://createsend.com/t/i-C80F93AE97C9CCCA2540EF23F30FEDED,538,lv,lv,600,IVR/Live Phone,2.4,-0.4,,they may no longer be affiliated with MBQF; dates might be one day earlier?,False,False,False,False,False,False,False,False,False,False,True,,2018-08-08,14,90,90,2018-11-06
2018_AZ_96_20181106_D090,2018_AZ_96_20181106,86178,53704,96,2018,AZ,general,2018-06-27,2018-07-02,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,43.0,39.0,82.0,4.0,82.0,True,True,True,True,True,False,False,False,False,False,True,Gravis Marketing (2020 and earlier),801,124,Gravis Marketing,,,http://orlando-politics.com/wp-content/uploads/2018/07/Arizona-July-3-2018.pdf,538,lv,lv,925,IVR/Online Opt-In Panel,2.0,-0.9,,,False,False,False,False,False,False,False,False,False,False,True,,2018-08-08,37,90,90,2018-11-06
2018_AZ_96_20181106_D090,2018_AZ_96_20181106,86297,53757,96,2018,AZ,general,2018-06-11,2018-07-02,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,48.0,44.0,92.0,4.0,92.0,True,True,True,True,True,False,False,False,False,False,True,SurveyMonkey,1193,324,SurveyMonkey,,Axios,https://drive.google.com/file/d/1aerd3_1pJ276A7rLNRQ_Y3ifiUtSraan/view,538,rv,rv,1290,Online Opt-In Panel,2.0,0.2,,,False,False,False,False,False,False,False,False,False,False,True,,2018-08-08,37,90,90,2018-11-06
2018_AZ_96_20181106_D090,2018_AZ_96_20181106,86382,53757,96,2018,AZ,general,2018-06-11,2018-07-02,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,51.0,45.0,96.0,6.0,96.0,True,True,True,True,True,False,False,False,False,False,True,SurveyMonkey,1193,324,SurveyMonkey,,Axios,https://drive.google.com/file/d/1aerd3_1pJ276A7rLNRQ_Y3ifiUtSraan/view,538,lv,lv,1215,Online Opt-In Panel,2.0,0.2,,certain/probably lv model,False,False,False,False,False,False,False,False,False,False,True,,2018-08-08,37,90,90,2018-11-06
